"","taxon","user_supplied_name","taxon_rank","kingdom","phylum","class","order","family","genus","species","superfamily","paper","subgenus","infraspecies"
"4204","Cordulegaster helladica Lohmann, 1993","Cordulegaster helladica helladica","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster helladica",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4205","Podarcis","Podarcis spp","genus","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4206","Cordulegaster","Cordulegaster immaculifrons","genus","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4207","Cordulegaster bidentata sicilica Fraser, 1929","Cordulegaster bidentata sicilica","infraspecies","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf","","Cordulegaster bidentata sicilica"
"4208","Martinia","Martinia","genus","Animalia","Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae","Martinia",NA,"Martinioidea","cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4209","Libellula","Libellula","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4210","Podarcis","Podarcis","genus","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4211","Anotogaster","Anotogaster","genus","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Anotogaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4212","Neallogaster","Neallogaster","genus","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Neallogaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4213","Odonata","Odonata","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4214","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4215","Anisoptera","Anisoptera","genus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Dipterocarpaceae","Anisoptera",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4216","Epiophlebia","Epiophlebia","genus","Animalia","Arthropoda","Insecta","Odonata","Epiophlebiidae","Epiophlebia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4217","Epiophlebia superstes Selys, 1889","Epiophlebia superstes","species","Animalia","Arthropoda","Insecta","Odonata","Epiophlebiidae","Epiophlebia","Epiophlebia superstes",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4218","Libellulidae","Libellulidae","family","Animalia","Arthropoda","Insecta","Odonata","Libellulidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4219","Hemiphlebia","Hemiphlebia","genus","Animalia","Arthropoda","Insecta","Odonata","Hemiphlebiidae","Hemiphlebia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4220","Platystictidae","Platystictidae","family","Animalia","Arthropoda","Insecta","Odonata","Platystictidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4221","Megapodagrionidae","Megapodagrionidae","family","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4222","Amphipterygidae","Amphipterygidae","family","Animalia","Arthropoda","Insecta","Odonata","Amphipterygidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4223","Platycnemididae","Platycnemididae","family","Animalia","Arthropoda","Insecta","Odonata","Platycnemididae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4224","Ischnura","Ischnura","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4225","Calopteryx","Calopteryx","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4226","Leucorrhinia","Leucorrhinia","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Leucorrhinia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4227","Megalagrion","Megalagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Megalagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4228","Pseudolestes mirabilis Kirby, 1900","Pseudolestes mirabilis","species","Animalia","Arthropoda","Insecta","Odonata","Pseudolestidae","Pseudolestes","Pseudolestes mirabilis",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4229","Diphlebia coerulescens Tillyard, 1913","Diphlebia coerulescens","species","Animalia","Arthropoda","Insecta","Odonata","Lestoideidae","Diphlebia","Diphlebia coerulescens",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4230","Lestoidea conjuncta Tillyard, 1913","Lestoidea conjuncta","species","Animalia","Arthropoda","Insecta","Odonata","Lestoideidae","Lestoidea","Lestoidea conjuncta",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4231","Protosticta sanguinostigma Fraser, 1922","Protosticta sanguinostigma","species","Animalia","Arthropoda","Insecta","Odonata","Platystictidae","Protosticta","Protosticta sanguinostigma",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4232","Austrolestes annulosus Selys, 1862","Austrolestes annulosus","species","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Austrolestes","Austrolestes annulosus",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4233","Chorismagrion risi Morton, 1914","Chorismagrion risi","species","Animalia","Arthropoda","Insecta","Odonata","Synlestidae","Chorismagrion","Chorismagrion risi",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4234","Synlestes weyersii Selys, 1869","Sylestes weyersi","species","Animalia","Arthropoda","Insecta","Odonata","Synlestidae","Synlestes","Synlestes weyersii",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4235","Synlestes","Synlestes albicauda","genus","Animalia","Arthropoda","Insecta","Odonata","Synlestidae","Synlestes",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4236","Perilestes kahli Williamson & Williamson, 1924","Perilestes kahli","species","Animalia","Arthropoda","Insecta","Odonata","Perilestidae","Perilestes","Perilestes kahli",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4237","Phyllopetalia apollo Selys, 1878","Phyllopetalia apollo","species","Animalia","Arthropoda","Insecta","Odonata","Austropetaliidae","Phyllopetalia","Phyllopetalia apollo",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4238","Sminthurus viridis (Linnaeus, 1758)","Sminthurus viridis","species","Animalia","Arthropoda","Entognatha","Collembola","Sminthuridae","Sminthurus","Sminthurus viridis","Sminthuroidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4239","Collembola","Collembola","order","Animalia","Arthropoda","Entognatha","Collembola",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4240","Callibaetis ferrugineus (Walsh, 1862)","Callibaetis ferrugineus","species","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis","Callibaetis ferrugineus","Baetoidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4241","Ephemeroptera","Ephemeroptera","order","Animalia","Arthropoda","Insecta","Ephemeroptera",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4242","Blattella germanica (Linnaeus, 1767)","Blatella germanica","species","Animalia","Arthropoda","Insecta","Blattodea","Ectobiidae","Blattella","Blattella germanica","Blaberoidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4243","Oxya chinensis (Thunberg, 1815)","Oxya chinensis","species","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Oxya","Oxya chinensis","Acridoidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4244","Orthoptera","Orthoptera","order","Animalia","Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4245","Sitophilus","Sitophilus zeamais","genus","Animalia","Arthropoda","Insecta","Coleoptera","Dryophthoridae","Sitophilus",NA,"Curculionoidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4246","Coleoptera","Coleoptera","order","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4247","Trichogramma minutum Riley, 1871","Trichogramma minutum","species","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma","Trichogramma minutum","Chalcidoidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4248","Hymenoptera","Hymenoptera","order","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4249","Lymantria","Lymantria xylina","genus","Animalia","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Lymantria",NA,"Noctuoidea","dumont 2010 - Jessica Ware.pdf",NA,NA
"4250","Lepidoptera","Lepidoptera","order","Animalia","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4251","Hemiphlebiidae","Hemiphlebiidae","family","Animalia","Arthropoda","Insecta","Odonata","Hemiphlebiidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4252","Perilestidae","Perilestidae","family","Animalia","Arthropoda","Insecta","Odonata","Perilestidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4253","Synlestidae","Synlestidae","family","Animalia","Arthropoda","Insecta","Odonata","Synlestidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4254","Lestidae","Lestidae","family","Animalia","Arthropoda","Insecta","Odonata","Lestidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4255","Coenagrionidae","Coenagrionidae","family","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4256","Calopterygidae","Calopterygidae","family","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4257","Pseudolestidae","Pseudolestidae","family","Animalia","Arthropoda","Insecta","Odonata","Pseudolestidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4258","Coenagrion","Coenagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Coenagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4259","Burmargiolestes","Burmargiolestes","genus","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Burmargiolestes",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4260","Rimanella","Rimanella","genus","Animalia","Arthropoda","Insecta","Odonata","Amphipterygidae","Rimanella",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4261","Protoneuridae","Protoneuridae","family","Animalia","Arthropoda","Insecta","Odonata","Protoneuridae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4262","Euphaeidae","Euphaeidae","family","Animalia","Arthropoda","Insecta","Odonata","Euphaeidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4263","Chlorocyphidae","Chlorocyphidae","family","Animalia","Arthropoda","Insecta","Odonata","Chlorocyphidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4264","Coeliccia","Coeliccia","genus","Animalia","Arthropoda","Insecta","Odonata","Platycnemididae","Coeliccia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4265","Philoganga","Philoganga","genus","Animalia","Arthropoda","Insecta","Odonata","Lestoideidae","Philoganga",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4266","Pentaphlebia","Pentaphlebia","genus","Animalia","Arthropoda","Insecta","Odonata","Amphipterygidae","Pentaphlebia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4267","Philogenia","Philogenia","genus","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Philogenia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4268","Pseudostigmatidae","Pseudostigmatidae","family","Animalia","Arthropoda","Insecta","Odonata","Pseudostigmatidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4269","Ceriagrion","Ceriagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ceriagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4270","Pyrrhosoma","Pyrrhosoma","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Pyrrhosoma",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4271","Devadatta","Devadatta","genus","Animalia","Arthropoda","Insecta","Odonata","Amphipterygidae","Devadatta",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4272","Rhinagrion","Rhinagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Rhinagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4273","Cordulegastridae","Cordulegastridae","family","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4274","Corduliidae","Corduliidae","family","Animalia","Arthropoda","Insecta","Odonata","Corduliidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4275","Oxygastra","Oxygastra","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Oxygastra",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4276","Epiophlebia laidlawi Tillyard, 1921","Epiophebia laidlawi","species","Animalia","Arthropoda","Insecta","Odonata","Epiophlebiidae","Epiophlebia","Epiophlebia laidlawi",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4277","Macromidia","Macromidia","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Macromidia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4278","Idionyx","Idionyx","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Idionyx",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4279","Hemiphlebia mirabilis Selys, 1869","Hemiphlebia mirabilis","species","Animalia","Arthropoda","Insecta","Odonata","Hemiphlebiidae","Hemiphlebia","Hemiphlebia mirabilis",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4280","Mecistogaster","Mecistogaster","genus","Animalia","Arthropoda","Insecta","Odonata","Pseudostigmatidae","Mecistogaster",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4281","Telebasis","Telebasis","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Telebasis",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4282","Stenocnemis","Stenocnemis","genus","Animalia","Arthropoda","Insecta","Odonata","Platycnemididae","Stenocnemis",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4283","Sinocnemis yangbingi Wilson & Zhou, 2000","Sinocnemis yangbingi","species","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Sinocnemis","Sinocnemis yangbingi",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4284","Vestalis","Vestalis","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Vestalis",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4285","Iridictyon","Iridictyon","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Iridictyon",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4286","Atrocalopteryx","Atrocalopteryx","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Atrocalopteryx",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4287","Matrona","Matrona","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Matrona",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4288","Neurobasis","Neurobasis","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Neurobasis",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4289","Burmargiolestes melanothorax Selys, 1891","Burmargiolestes melanothorax","species","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Burmargiolestes","Burmargiolestes melanothorax",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4290","Polythoridae","Polythoridae","family","Animalia","Arthropoda","Insecta","Odonata","Polythoridae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4291","Sympecma","Sympecma","genus","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Sympecma",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4292","Indolestes","Indolestes","genus","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Indolestes",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4293","Lestes","Lestes","genus","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Lestes",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4294","Lestes umbrina Selys, 1891","Lestes umbrina","species","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Lestes","Lestes umbrina",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4295","Lestes pinheyi Fraser, 1955","Lestes pinheyi","species","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Lestes","Lestes pinheyi",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4296","Enallagma","Enallagma","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4297","Azuragrion","Azuragrion","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Azuragrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4298","Aciagrion","Aciagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Aciagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4299","Noguchiphaea","Noguchiphaea","genus","Animalia","Arthropoda","Insecta","Odonata","Calopterygidae","Noguchiphaea",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4300","Aeshnidae","Aeshnidae","family","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4301","Gomphidae","Gomphidae","family","Animalia","Arthropoda","Insecta","Odonata","Gomphidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4302","Phyllomacromia","Phyllomacromia","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Phyllomacromia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4303","Didymops","Didymops","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Didymops",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4304","Trithetrum navasi Lacroix, 1921","Trithetrum navasi","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Trithetrum","Trithetrum navasi",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4305","Sympetrum","Sympetrum","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4306","Pterygota","Pterygota","genus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Pterygota",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4307","Odonata","Odonata unter besonderer","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4308","Petalura","Petalura","genus","Animalia","Arthropoda","Insecta","Odonata","Petaluridae","Petalura",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4309","Libellula","Libellula","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4310","Megapodagrion","Megapodagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Megapodagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4311","Macromia","Macromia","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Macromia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4312","Megalagrion","Megalagrion damselflies","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Megalagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4313","Mesopodagrion","Mesopodagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Mesopodagrion",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4314","Sinocnemis","Sinocnemis","genus","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Sinocnemis",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4315","Kuma","Kuma","genus","Animalia","Xenacoelomorpha","Not assigned","Acoela","Proporidae","Kuma",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4316","Amphipteryx","Amphipteryx","genus","Animalia","Arthropoda","Insecta","Odonata","Amphipterygidae","Amphipteryx",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4317","Amphipterygidae","Amphipterygidae sensu lato","family","Animalia","Arthropoda","Insecta","Odonata","Amphipterygidae",NA,NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4318","Diphlebia","Diphlebia","genus","Animalia","Arthropoda","Insecta","Odonata","Lestoideidae","Diphlebia",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4319","Lestoidea","Lestoidea","genus","Animalia","Arthropoda","Insecta","Odonata","Lestoideidae","Lestoidea",NA,NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
"4320","Sinocnemis dumonti Wilson & Zhou, 2000","Sinocnemis dumonti","species","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Sinocnemis","Sinocnemis dumonti",NA,"dumont 2010 - Jessica Ware.pdf",NA,NA
