"","taxon","user_supplied_name","taxon_rank","kingdom","phylum","class","order","family","genus","species","superfamily","paper","subgenus","infraspecies"
"2747","Australembia incompta Ross, 1963","Australembia incompta","species","Animalia","Arthropoda","Insecta","Embioptera","Australembiidae","Metoligotoma","Metoligotoma incompta",NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2748","Coleoptera","Coleoptera","order","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2749","Scarabaeoidea","Scarabaeoidea","superfamily","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"Scarabaeoidea","Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2750","Cassis","Cassis","genus","Animalia","Mollusca","Gastropoda","Littorinimorpha","Cassidae","Cassis",NA,"Tonnoidea","Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2751","Victoria","Victoria","genus","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Victoria",NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2752","Saussurembia","Saussurembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Saussurembia",NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2753","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2754","Astraptes fulgerator Walch, 1775","Astraptes fulgerator","species","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Astraptes","Astraptes fulgerator","Hesperioidea","Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2755","Philodytes umbrinus (Motschulsky, 1855)","Philodytes umbrinus","species","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Philodytes","Philodytes umbrinus","Dytiscoidea","Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2756","Mantodea","Mantodea","order","Animalia","Arthropoda","Insecta","Mantodea",NA,NA,NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2757","Mecoptera","Mecoptera","order","Animalia","Arthropoda","Insecta","Mecoptera",NA,NA,NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2758","Siphonaptera","Siphonaptera","order","Animalia","Arthropoda","Insecta","Siphonaptera",NA,NA,NA,NA,"Systematics_and_natural_history_of_the_Australian_ - Jessica Ware.pdf",NA,NA
"2759","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2760","Andesembiidae","Andesembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Andesembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2761","Australembiidae","Australembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Australembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2762","Oligotomidae","Oligotomidae","family","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2763","Teratembiidae","Teratembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2764","Anisembiidae","Anisembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2765","Notoligotomidae","Notoligotomidae","family","Animalia","Arthropoda","Insecta","Embioptera","Notoligotomidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2766","Archembiidae","Archembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2767","Cleomia","Cleomia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Cleomia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2768","Macrembia","Macrembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Macrembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2769","Dihybocercus","Dihybocercus","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Dihybocercus",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2770","Embiidae","Embiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Embiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2771","Embioptera","Embioptera","order","Animalia","Arthropoda","Insecta","Embioptera",NA,NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2772","Pelorembia","Pelorembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Pelorembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2773","Clothodidae","Clothodidae","family","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2774","Embiidae","Embiidae sensu lato","family","Animalia","Arthropoda","Insecta","Embioptera","Embiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2775","Clothoda","Clothoda","genus","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae","Clothoda",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2776","Microembia","Microembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Microembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2777","Archembia dilata Ross, 2001","Archembia dilata","species","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae","Archembia","Archembia dilata",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2778","Biguembia","Biguembia multivenosa","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Biguembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2779","Pararhagadochir","Pararhagadochir","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Pararhagadochir",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2780","Notoligotoma hardyi (Friederichs, 1914)","Notoligotoma hardyi","species","Animalia","Arthropoda","Insecta","Embioptera","Notoligotomidae","Notoligotoma","Notoligotoma hardyi",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2781","Enveja","Enveja","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Enveja",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2782","Oligotoma","Oligotoma","genus","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Oligotoma",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2783","Aposthonia","Aposthonia","genus","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Aposthonia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2784","Teratembia","Teratembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Teratembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2785","Diradius","Diradius","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Diradius",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2786","Paroligembia","Paroligembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Paroligembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2787","Oligembia","Oligembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Oligembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2788","Dactylocerca","Dactylocerca","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Dactylocerca",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2789","Chelicerca","Chelicerca","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Chelicerca",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2790","Clothoda nobilis (Gerstaecker, 1888)","Clothoda nobilis","species","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae","Clothoda","Clothoda nobilis",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2791","Schizembia","Schizembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Schizembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2792","Cryptembia","Cryptembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Cryptembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2793","Stenembia","Stenembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Stenembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2794","Saussurembia","Saussurembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Saussurembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2795","Oligotoma nigra Hagen, 1885","Oligotoma nigra","species","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Oligotoma","Oligotoma nigra",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2796","Metoligotoma","Metoligotoma","genus","Animalia","Arthropoda","Insecta","Embioptera","Australembiidae","Metoligotoma",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2797","Leptembia","Leptembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Leptembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2798","Saussurembia davisi Ross, 1992","Saussurembia davisi","species","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Saussurembia","Saussurembia davisi",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2799","Metoligotoma brevispina Davis, 1938","Metoligotoma brevispina","species","Animalia","Arthropoda","Insecta","Embioptera","Australembiidae","Metoligotoma","Metoligotoma brevispina",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2800","Calamoclostes","Calamoclostes","genus","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae","Calamoclostes",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2801","Archembia","Archembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae","Archembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2802","Paedembia afghanica Ross, 2006","Paedembia afghanica","species","Animalia","Arthropoda","Insecta","Embioptera","Paedembiidae","Paedembia","Paedembia afghanica",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2803","Paedembiidae","Paedembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Paedembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2804","Pararhagadochir trachelia (Navás, 1915)","Pararhagadochir trachelia","species","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Pararhagadochir","Pararhagadochir trachelia",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2805","Sorellembiidae","Sorellembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Sorellembiidae",NA,NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2806","Conicercembia","Conicercembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Conicercembia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2807","Neorhagadochir","Neorhagadochir","genus","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae","Neorhagadochir",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2808","Amazonia","Amazonia","genus","Fungi","Ascomycota","Sordariomycetes","Meliolales","Meliolaceae","Amazonia",NA,NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2809","Oligembia vetusta Szumik, 1994","Oligembia vetusta","species","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae","Oligembia","Oligembia vetusta",NA,"Szumik_et_al-2008-Cladistics - Jessica Ware.pdf",NA,NA
"2810","Embioptera","Embioptera","order","Animalia","Arthropoda","Insecta","Embioptera",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2811","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2812","Paedembiidae","Paedembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Paedembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2813","Embonychidae","Embonychidae","family","Animalia","Arthropoda","Insecta","Embioptera","Embonychidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2814","Andesembiidae","Andesembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Andesembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2815","Mantodea","Mantodea","order","Animalia","Arthropoda","Insecta","Mantodea",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2816","Mantophasmatodea","Mantophasmatodea","order","Animalia","Arthropoda","Insecta","Mantophasmatodea",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2817","Orthoptera","Orthoptera","order","Animalia","Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2818","Phasmida","Phasmida","order","Animalia","Arthropoda","Insecta","Phasmida",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2819","Plecoptera","Plecoptera","genus","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Plecoptera",NA,"Noctuoidea","The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2820","Clothodidae","Clothodidae","family","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2821","Anisembiidae","Anisembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2822","Oligotomidae","Oligotomidae","family","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2823","Teratembiidae","Teratembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Teratembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2824","Australembiidae","Australembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Australembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2825","Notoligotomidae","Notoligotomidae","family","Animalia","Arthropoda","Insecta","Embioptera","Notoligotomidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2826","Archembiidae","Archembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2827","Embiidae","Embiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Embiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2828","Notoligotoma","Notoligotoma","genus","Animalia","Arthropoda","Insecta","Embioptera","Notoligotomidae","Notoligotoma",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2829","Ptilocerembiidae","Ptilocerembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Ptilocerembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2830","Ptilocerembia","Ptilocerembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Ptilocerembiidae","Ptilocerembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2831","Archembia","Archembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae","Archembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2832","Calamoclostes","Calamoclostes","genus","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae","Calamoclostes",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2833","Scelembiidae","Scelembiidae","family","Animalia","Arthropoda","Insecta","Embioptera","Scelembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2834","Archembiidae","Archembiidae sensu novum","family","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2835","Zoraptera","Zoraptera","order","Animalia","Arthropoda","Insecta","Zoraptera",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2836","Andesembia banosae Ross, 2003","Andesembia banosae","species","Animalia","Arthropoda","Insecta","Embioptera","Andesembiidae","Andesembia","Andesembia banosae",NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2837","Grylloblattodea","Grylloblattodea","order","Animalia","Arthropoda","Insecta","Grylloblattodea",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2838","Blattodea","Blattodea","order","Animalia","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2839","Haploembia solieri (Rambur, 1842)","Haploembia solieri","species","Animalia","Arthropoda","Insecta","Embioptera","Oligotomidae","Haploembia","Haploembia solieri",NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2840","Clothoda","Clothoda","genus","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae","Clothoda",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2841","Antipaluria","Antipaluria","genus","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae","Antipaluria",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2842","Metoligotoma","Metoligotoma","genus","Animalia","Arthropoda","Insecta","Embioptera","Australembiidae","Metoligotoma",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2843","Cryptoclothoda","Cryptoclothoda","genus","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae","Cryptoclothoda",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2844","Chromatoclothoda","Chromatoclothoda","genus","Animalia","Arthropoda","Insecta","Embioptera","Clothodidae","Chromatoclothoda",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2845","Anisembia","Anisembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Anisembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2846","Aporembia","Aporembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Aporembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2847","Brasilembia","Brasilembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Brasilembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2848","Bulbocerca","Bulbocerca","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Bulbocerca",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2849","Chelicerca","Chelicerca","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Chelicerca",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2850","Chorisembia","Chorisembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Chorisembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2851","Cryptembia","Cryptembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Cryptembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2852","Dactylocerca","Dactylocerca","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Dactylocerca",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2853","Ectyphocerca","Ectyphocerca","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Ectyphocerca",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2854","Exochosembia","Exochosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Exochosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2855","Glyphembia","Glyphembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Glyphembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2856","Isosembia","Isosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Isosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2857","Mesembia","Mesembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Mesembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2858","Microembia","Microembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Microembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2859","Oncosembia","Oncosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Oncosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2860","Pelorembia","Pelorembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Pelorembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2861","Phallosembia","Phallosembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Phallosembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2862","Platyembia","Platyembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Platyembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2863","Pogonembia","Pogonembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Pogonembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2864","Poinarembia","Poinarembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Poinarembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2865","Saussurembia","Saussurembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Saussurembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2866","Schizembia","Schizembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Schizembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2867","Scolembia","Scolembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Scolembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2868","Stenembia","Stenembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Anisembiidae","Stenembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2869","Andesembia","Andesembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Andesembiidae","Andesembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2870","Bryonembia","Bryonembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Andesembiidae","Bryonembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2871","Archembiidae","Archembiidae sensu","family","Animalia","Arthropoda","Insecta","Embioptera","Archembiidae",NA,NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2872","Burmitembia","Burmitembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Notoligotomidae","Burmitembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2873","Odontembia","Odontembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Odontembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2874","Electroembia","Electroembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Electroembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2875","Apterembia","Apterembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Apterembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2876","Arabembia","Arabembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Arabembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2877","Berlandembia","Berlandembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Berlandembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2878","Chirembia","Chirembia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Chirembia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
"2879","Cleomia","Cleomia","genus","Animalia","Arthropoda","Insecta","Embioptera","Embiidae","Cleomia",NA,NA,"The phylogeny and classification of Embioptera (Insecta) - Jessica Ware.pdf",NA,NA
